x,y,name,production
-19.918081571964,32.124905083959156,Hagendorn,2.59
-19.918082977080505,32.12490598775454,Bremgarten-Zufikon,106.0
-19.918083061151567,32.124906019026845,Bruggmühle,3.51
-19.918084588723865,32.12490678593602,Windisch,12.2
-19.91807469157897,32.124903887875774,Limmern,7.8
-19.918075037215324,32.12490403696402,Tierfehd (Limmern),322.6
-19.918075065107377,32.12490405317265,Tierfehd (Umwälzwerk),0.0
-19.918075037215324,32.12490403696402,Tierfehd (Hintersand),88.0
-19.918075168870686,32.12490436764301,Linthal (Limmern),63.8
-19.918075168870686,32.12490436764301,Fätschbach,74.4
-19.91807510287875,32.12490443110031,Linthkraft (Stiftung),2.27
-19.918075089049502,32.12490449175243,Linthal (Spinnerei Linthal),8.14
-19.918075071113314,32.12490451226188,"Brummbach, Linthal",12.6
-19.918075298237124,32.12490454452809,"Brummbach, Braunwald",3.2
-19.91807500691918,32.12490458783746,"Cotlan, Rüti ",12.5
-19.91807490244912,32.12490478590218,"Diesbach (Linth), Legler",5.1
-19.918074832152712,32.12490493500432,Hätzingen,6.7
-19.91807488307087,32.12490493258687,Luchsingen,13.5
-19.918074808257167,32.12490506276452,Leuggelbach,6.4
-19.918074703325793,32.12490515627238,Haslen,6.0
-19.918074568424654,32.124905291542724,Schwanden (F.Blumer),4.3
-19.9180735246665,32.12490494091418,Empächli,1.2
-19.918073631815762,32.12490522651857,Krauchbach,3.1
-19.91807370268727,32.12490537687107,"Engi, Hinterdorf (Sernf)",2.5
-19.91807380942678,32.12490544315236,"Engi, Vorderdorf (Mühlebach)",16.1
-19.918073896702566,32.12490541890774,"Mühlebach II, Engi",1.8
-19.918074483373925,32.12490533610433,Schwanden (Sernf),85.0
-19.918074483373925,32.12490533610433,Schwanden (Niederenbach),40.0
-19.9180744843738,32.12490533496483,Schwanden (Gemeinde),10.5
-19.918074531571673,32.12490531172494,Schwanden (SNE),2.3
-19.918074562824675,32.12490544087501,Mitlödi (Föhnen/Sool),21.8
-19.91807456409856,32.124905459063086,Mitlödi (Seidendruckerei),5.7
-19.91807463661102,32.124905579386265,"Mühlefuhr, Ennenda",5.5
-19.918074700666455,32.12490559588302,Holenstein I  Wehr. KW Glarus,2.2
-19.918074869340565,32.12490572235448,Walzmühle 2,2.38
-19.91807498587209,32.12490582205178,"Elggiskraft, Netstal",4.35
-19.918075072115048,32.12490572816744,Am Löntsch,119.1
-19.918075019733205,32.12490590570459,"Linthkraft, Netstal",6.2
-19.91807164452939,32.12490661562931,Tobel,3.9
-19.918071439030967,32.124906726441246,Mels (KW Stoffel),14.0
-19.918071456009248,32.124906733269476,Mels (Halde),2.64
-19.91807192554896,32.124906654793904,"Weissenstein, Mels",2.36
-19.9180718402065,32.124906649559264,Chapfensee,1.7
-19.918071939947396,32.12490663775354,Mädems-Parmort,5.7
-19.918071629424148,32.12490676928566,Plons,22.92
-19.91807238567763,32.124906841670985,Pravizin 1 (Bruggwiti),42.8
-19.918072384811055,32.124906839395734,Pravizin 2 (Äuli),6.77
-19.918072199891984,32.124906859283875,"Röllbach, Flums",2.64
-19.918072335147972,32.12490687168707,"Felsen, Flums",8.0
-19.91807219496448,32.124907078947494,"Eggli, Walenstadt, Berschis",10.6
-19.91807233947263,32.12490687547661,Neues Sägengüetli,4.22
-19.918072579760718,32.12490714304918,Töbeli,2.8
-19.918073096883514,32.12490684682301,Talbach,5.4
-19.91807316780837,32.124906730648256,Oberterzen (Büeli),6.44
-19.918073676641164,32.12490631431168,Merlen,2.4
-19.91807364601218,32.12490650715166,Plätz,23.7
-19.918073635879484,32.12490666113098,Gödis,13.4
-19.918073608385704,32.12490671731287,"Säge, Murg",11.5
-19.91807451611586,32.124906668043806,Muslen,3.7
-19.91807531910129,32.12490600021326,Rütiberg (Obersee),4.7
-19.91807531910129,32.12490600021326,Rütiberg (Brändbach),3.8
-19.91807513312691,32.1249060679317,"Risi, Näfels",18.7
-19.91807537833962,32.124906264551875,Bleiche,6.8
-19.918075209753614,32.12490640728821,Ziegelbrücke,2.17
-19.918076523083176,32.124906924536845,"Uznaberg, Uznach",1.9
-19.918076845762016,32.12490594986367,Rempen,60.0
-19.9180769397366,32.124906234313,Siebnen,60.0
-19.91807738882379,32.124906183465576,"Spreitenbach, Galgenen Kistler",0.9
-19.91807755846553,32.12490695961499,Pilgersteg,2.0
-19.918077872532997,32.12490615761974,Etzelwerk Altendorf,249.78
-19.91807875201643,32.12490594417621,Bäch,1.04
-19.91807877797572,32.1249056838442,Schindellegi,4.18
-19.918079089959793,32.124905622668685,Sihl-Höfe,8.9
-19.918079624075478,32.12490547461868,Waldhalde,16.0
-19.918081304577466,32.12490691415392,Letten,23.29
-19.918081804252374,32.124906895813766,Höngg,8.44
-19.91808260427061,32.12490673185591,Dietikon,15.83
-19.918082584901263,32.12490670877923,Dietikon-Dotierzentrale,3.6
-19.91808361502061,32.1249068529916,Wettingen-Dotierzentrale,11.56
-19.918083622668615,32.12490685744618,Wettingen,128.63
-19.91808378608621,32.124906914617476,Aue-Dotierzentrale,3.0
-19.918083767778487,32.124906937910836,Aue,27.7
-19.918083995088967,32.12490700112392,Kappelerhof,41.6
-19.918084232063034,32.12490695481505,Schiffmühle - Dotierzentrale,1.9
-19.918084283211414,32.124906951178616,Schiffmühle,16.0
-19.918084416078543,32.12490697947569,Turgi,7.2
-19.9180845556089,32.124906955838604,Gebenstorf,6.7
-19.918084573857985,32.12490699345186,"Stroppel, Untersiggenthal",5.1
-19.918074891562394,32.124904861709695,"Rufi, Hätzingen",4.7
-19.918079627813803,32.12489877011064,Altstafel,21.6
-19.918079981655655,32.12489934836925,Gletsch-Oberwald,42.0
-19.91807996713207,32.12489926818214,"Oberwald, Gere",22.0
-19.918080251144175,32.124898906732476,Ulrichen,8.5
-19.918080592111995,32.124898637054294,Merezenbach,9.3
-19.918080519004484,32.1248988207207,"Niderbach, Münster-Geschinen",3.08
-19.91808075436632,32.12489839425577,"Wannebode, Reckingen",8.0
-19.918081081439972,32.12489816917839,"Walibach, Grafschaft",12.1
-19.918081238215525,32.12489757761765,Rappental,3.0
-19.918081673816854,32.12489745814818,Neubrigg / Mubisa,90.0
-19.91808171286916,32.1248977280986,Fieschertal,142.0
-19.918081676984528,32.124897458879026,"Fiesch, Wysswasser",8.2
-19.91808169604354,32.12489740400859,Ernen,182.7
-19.91808109925972,32.124897133211235,Saflisch,6.3
-19.918081100306086,32.12489717774059,Heiligkreuz,56.4
-19.91808241879767,32.12489682965825,Mörel Aletsch AG ,110.95
-19.91808242150643,32.124896811903604,Mörel Rhonewerk AG,272.8
-19.91808265141394,32.12489655988928,Massaboden,41.5
-19.918082690508143,32.1248965539058,Bitsch (Biel),563.5
-19.91808322683797,32.12489620494607,"Zer Niwu Schiir, Mund",3.86
-19.9180817591956,32.124896463165335,Bortelalp,5.73
-19.91808236550642,32.12489623553272,Gantergrund Nessel u.Mittubäch,2.23
-19.918082041926652,32.124896416126575,Ganterbrücke,23.2
-19.918082620000497,32.12489630024075,Silliboden,35.5
-19.918083253564543,32.12489610703122,"Badhalte, Brig-Glis",3.46
-19.91808249100397,32.12489635900771,"Chräjubiel, Ried-Brig",1.02
-19.9180823699144,32.124896488999774,Gärsterna,2.1
-19.91808229627245,32.12489430682956,Zermeiggern,133.4
-19.918082293638516,32.124894324567435,Zermeiggern (Pumpzentrale),0.0
-19.91808260872415,32.12489452986035,Saas-Fee,0.2
-19.918083794179783,32.12489523722115,Stalden (KWM),518.4
-19.91808377766537,32.124893166906126,Mossjesee,1.1
-19.918084176609483,32.12489305639032,Mutt,31.2
-19.918084085412854,32.12489320638313,Wiesti,12.1
-19.918083958469147,32.124893649439514,Täschbach,8.44
-19.918084165279062,32.12489472040586,Jungbach (St. Niklaus),14.0
-19.918083087318994,32.1248949798757,"Siwibach (Eisten, VS)",4.6
-19.91808389367483,32.12489524912975,Törbel (Gappil),1.27
-19.918083654949925,32.12489537043058,Ackersand 1,97.4
-19.918083662866884,32.12489537224448,Ackersand 2,150.2
-19.918083531229314,32.124895664611856,Chrizji Visperterminen,8.9
-19.918083694553886,32.12489561469059,"Stundhüs, Visperterminen",6.7
-19.918083927566688,32.124895924822916,Baltschieder,1.38
-19.918084489487963,32.12489579689599,Kalter Brunnen,2.8
-19.91808466100059,32.124895305514805,Breite Stäg,5.06
-19.91808478112314,32.12489552030639,Bachtoly,1.9
-19.918084576724183,32.124895518572096,Unterbäch,5.0
-19.918084666386495,32.124895636806635,Turtig,6.89
-19.91808469751573,32.12489563234917,Chriz,3.5
-19.91808482494272,32.12489584066814,Tatz,1.48
-19.918084787958822,32.12489572153805,Niedergesteln,2.52
-19.918084615984156,32.12489686274735,Fafleralp,3.9
-19.91808482314375,32.12489673579868,Blatten,3.0
-19.918085085442744,32.124896503799675,Wiler (Milibach),3.1
-19.918085236180854,32.12489636100304,"Uister Chiipelfurä, Kippel",13.9
-19.918085347191507,32.124896274423335,Dornbach (Ferden),2.2
-19.918084486354697,32.12489698135102,"Breithorn, Blatten, Fafleralp",5.37
-19.918085217601895,32.12489564059576,Lötschen,330.0
-19.918085303884666,32.124894937922015,"Oberems (Gemeinde), Borterbach",2.5
-19.918085630640558,32.12489516885985,Oberems (Argessa),15.4
-19.918085872929492,32.12489488248299,Meretschi (Pumpzentrale),0.0
-19.91808570126985,32.12489526155631,Turtmann,70.1
-19.91808639304159,32.12489526739784,Dala,41.0
-19.918086394471292,32.12489526738139,Varen Ost,1.7
-19.918087008587992,32.124894730094454,Chippis-Rhône,231.56
-19.918086573942183,32.124893669622075,Lona,2.0
-19.918086375915436,32.12489424698949,Vissoie,210.0
-19.918086375915436,32.12489424698949,"Vissoie ""groupe auxiliaire""",0.0
-19.91808701778912,32.12489472132049,Navisence,290.0
-19.918087467650405,32.12489423432353,"Loye, Grône",1.7
-19.918087467650405,32.12489423432353,"Vaye-Planaz, Grône",0.5
-19.918088211531398,32.124894605092166,Croix,147.0
-19.918088258091593,32.124894653442425,Chamarin,0.6
-19.918087977114443,32.12489465218503,Crans-Montana,2.32
-19.918088160343235,32.124894599732194,Icogne,4.65
-19.918087938082245,32.12489424106328,St-Léonard,93.0
-19.918088197547718,32.12489423284027,Beulet,2.2
-19.918087989540524,32.12489337103614,Sauterôt (Hérémence LYSA),22.5
-19.918087979116883,32.12489338020241,Sauterôt (Hérémence FMdB),2.1
-19.918088196256942,32.124893830348185,Bramois (Groupes 1 à 4),78.0
-19.918088193414647,32.1248938337733,Bramois (Groupe 7),1.1
-19.918088614378576,32.12489263772331,Cleuson (Centrale de pompage),0.0
-19.91808888628304,32.124894078758146,La Zour,1.7
-19.918088609992562,32.124894105056256,Arbaz I  STEP (Comba Energies),2.2
-19.918088685767636,32.124893876269994,Arbaz II (Sionne Energie),2.02
-19.918088850221135,32.12489398474878,"Les Rochers, Savièse",1.2
-19.918089496184013,32.124893441354885,"Reserv. de Péteille, Vétroz",3.6
-19.918089623189704,32.12489330596763,Ardon,164.0
-19.918089637106778,32.12489334152408,Balavaud,2.3
-19.91808474428882,32.12489281760834,Stafel (Centrale de pompage),0.0
-19.918086206386363,32.12489287841149,Ferpècle (Centrale de pompage),0.0
-19.918086676471027,32.12489230250341,Arolla (Centrale de pompage),0.0
-19.91808955269715,32.124893009659594,Bieudron,2665.9
-19.918089727649605,32.12489282282442,"2ème Palier Isérables, Riddes",3.5
-19.918089500110046,32.12489281810295,1er Palier Isérables c. Arcay,2.2
-19.91808936265823,32.124892566387174,"Les Pontets, Riddes",1.2
-19.918089728915636,32.12489282243027,Riddes (l'eau potable),1.92
-19.91808793091206,32.124891784265635,Chanrion,72.0
-19.918088457428574,32.12489191012828,Fionnay (Mauvoisin),285.8
-19.918089875157055,32.124892669107055,Riddes,667.8
-19.918090087780424,32.124892921163706,Les Afforêts-Leytron,2.3
-19.918090724144303,32.12489226853345,Verdan,5.0
-19.91809090139033,32.124892371948526,"Les Garettes, Fully",3.0
-19.918089138524802,32.124891951267536,Champsec,10.6
-19.91808966957852,32.12489202867125,STEP Vallée Bagnes,0.9
-19.918089686041522,32.12489202693784,Eaux des torrent de Verbier,4.0
-19.918090134509576,32.124892180855944,"Pas-du-Lein, Vollèges",2.23
-19.918089954955807,32.12489204159945,Vollèges-Cries,3.5
-19.918089124909123,32.124890342099434,Hospitalet,4.1
-19.918089029136354,32.12489094314296,"La Delise, Bourg-Saint-Pierre",4.2
-19.918089441063007,32.124891140747984,Pallazuit,107.0
-19.918090252856526,32.124891274628645,Niollet 1,1.28
-19.918090044188315,32.1248913321175,Niollet 2,6.0
-19.918090045125684,32.12489133097609,Orsières,106.5
-19.918089644308115,32.12489120981306,Tsi (Centrale de pompage),0.0
-19.918090110634793,32.124891858087224,Sembrancher,56.56
-19.91809109879973,32.124891638608986,Martigny-Bourg,89.2
-19.918091080620677,32.124891501633904,Pont-Neuf,5.3
-19.918091910063115,32.12489131283036,"La Moille, Finhaut",1.2
-19.918091958596225,32.12489108992941,Trient,1.94
-19.918091988449206,32.12489111539482,Châtelard-Barberine 1 + 2,155.35
-19.91809204245658,32.12489099312252,Châtelard-Vallorcine,410.0
-19.918092470951375,32.12489118996432,Triège (Centrale de pompage),0.0
-19.91809204245658,32.12489099312252,Châtelard-Vallorcine (C.pomp.),0.0
-19.91809148447171,32.124891942555784,Vernayaz (CFF),240.47
-19.91809149940234,32.12489194382797,Vernayaz (STE SV SA),2.4
-19.918091148966134,32.12489182587049,La Bâtiaz,415.0
-19.918091608725067,32.12489200642648,Vernayaz (Pissevache),5.2
-19.918091600780116,32.12489203099393,Miéville,110.3
-19.91809301726106,32.12489152898417,Giétroz du Fond (C.de pomp.),0.0
-19.918092957177226,32.124891503682534,Clusanfe (Centrale de pompage),0.0
-19.91809167795848,32.12489234229168,Aboyeu,10.3
-19.91809191770402,32.12489226214219,La Rasse,1.8
-19.918091998813395,32.124892549287345,Lavey,400.0
-19.918091705153575,32.124893126090214,La Peuffeyre,72.0
-19.918091912630622,32.124893053548746,Sublin 1,31.0
-19.918091912630622,32.124893053548746,Sublin 2,7.6
-19.918092007177236,32.12489297980077,Bévieux,11.5
-19.918092576907913,32.12489308588957,"Le Bruet, St - Triphon, Ollon",2.9
-19.91809331602795,32.12489164494142,Champéry Etrivouez,2.26
-19.918093090618438,32.12489194350613,Torrent de Soi,2.1
-19.918092766125778,32.12489264006856,Monthey (Vièze),55.3
-19.918092766125778,32.12489264006856,Monthey (Tine),39.4
-19.918092794039783,32.12489263470992,Monthey (Commune),2.0
-19.918093468877302,32.124892975083235,Châble II,2.9
-19.918093513068964,32.12489305177209,Vionnaz - l'Avançon,6.77
-19.91809110568997,32.124894132626885,Diablerets,15.2
-19.91809216583032,32.12489375815859,Pont de la Tine,33.6
-19.918092167026526,32.12489375099069,Pont de la Tine  Coussy-Loudze,2.14
-19.918092379142212,32.124893500315444,"La Douve, Aigle",2.1
-19.91809262790612,32.12489332387346,Les Farettes,86.0
-19.91809264754701,32.12489331602006,Fontanney,0.8
-19.918093718364165,32.12489316433877,Vouvry,6.9
-19.918093718364165,32.12489316433877,Eaux du torrent du Fossau,6.9
-19.918094642421234,32.12489336483411,"Croseau, Saint-Gingolph",2.3
-19.91809349063725,32.12489393337011,Veytaux ,159.7
-19.918093661651334,32.12489416429409,Sonzier,6.6
-19.918093704420578,32.12489409055104,Taulan,3.4
-19.918095226697172,32.12489400350841,Rivaz (Le Forestay),2.6
-19.91809914885411,32.12489302128432,Plan-Dessous,27.5
-19.918098923977563,32.124892993307334,"La Petite Vaux,  Lavigny",11.11
-19.918100554528642,32.12488979466971,Seujet,20.0
-19.918100118545386,32.12488970272881,Vessy,1.55
-19.91810156091248,32.12488937265969,Verbois,466.0
-19.918101948358036,32.12488896077833,Chancy-Pougny,245.0
-19.918101966922503,32.12488894457217,Chancy-Pougny Dot. passe pois.,2.8
-19.918097889046287,32.12489863206548,La Rançonnière,1.3
-19.91809778310517,32.12489912193777,Le Châtelot-Centr. de dotation,6.35
-19.91809756360418,32.12489937385761,Le Châtelot,100.0
-19.918096830568185,32.124900229912825,Refrain,60.0
-19.918096434198965,32.12490073919775,La Goule,22.72
-19.91807813373051,32.12489965170338,Ossasco,4.7
-19.918077803067412,32.12490012953571,Sella,2.9
-19.918077602049976,32.12489994555701,Airolo,102.3
-19.918077944288523,32.12490008465469,Tremola/Sella (Cent.di pomp.),0.0
-19.918077216902404,32.12490000008124,Calcaccia,13.7
-19.918076810287513,32.12490010484625,Ritom,160.0
-19.91807678784819,32.124900113246,Stalvedro (AET),55.0
-19.918076113377722,32.12490006553962,Tremorgio,6.8
-19.91807597144635,32.12490001413865,Ri di Foch 2 Prato (Leventina),2.0
-19.91807559480111,32.12490018306615,Ceresa 1,10.9
-19.918075736639096,32.12489995917946,"Piumogna, Dalpe",5.1
-19.9180749183697,32.12489994623557,Piottino,300.0
-19.91807474688785,32.12489982246498,Ticinetto,10.5
-19.918073788121955,32.124899604190404,Biaschina,382.0
-19.918074187821603,32.12490136900018,Luzzone,26.8
-19.918074211013256,32.12490112068239,Olivone,210.1
-19.918073154437575,32.124899517811215,Biasca,688.0
-19.91807130132362,32.12490099779797,Spina (Isola),62.8
-19.91807130132362,32.12490099779797,Spina (Valbella),9.9
-19.91807099162837,32.124900985227974,Mesocco (Nan Ros),1.6
-19.918070935080582,32.124900274765906,Soazza,245.1
-19.918070892931592,32.12490009485091,Lostallo,71.7
-19.918071102608042,32.1248996829838,Piani di Verdabbio,1.3
-19.918071151611773,32.12489926105193,Grono,93.96
-19.918071483817823,32.12489913180286,Sassello,89.4
-19.918072201752842,32.12489831702843,Madonna degli Angeli,1.0
-19.91807222529014,32.124898231568494,Morobbia,42.4
-19.91807396026144,32.124897941201596,Gordola,215.0
-19.918073874392604,32.12489784937233,Tenero-Centrale di dotazione,12.0
-19.918077073391682,32.124899065376674,Peccia (Sambuco),85.4
-19.918077073391682,32.124899065376674,Peccia (Corgello),2.0
-19.918078181516158,32.12489899917585,Robiei,30.4
-19.91807777730405,32.12489879767078,Bavona,324.3
-19.91807641161831,32.124898943216515,"Broglio, com. Lavizarra",6.7
-19.91807701079069,32.124898500196274,Cavergno,397.7
-19.918075032921024,32.124897020984456,Verbano 1,346.3
-19.918075027763283,32.124897025903635,Verbano 2,160.4
-19.918077616075504,32.124897668634986,Campo Vallemaggia,8.8
-19.918077271020678,32.12489797593215,Cerentino,10.6
-19.91807602936376,32.12489813237721,Giumaglio,25.3
-19.918076001199914,32.12489699507597,Borgnone,11.0
-19.918074887436035,32.124897572923174,Ponte Brolla,13.4
-19.918072211268534,32.124897103857414,Stampa,15.0
-19.918072923994693,32.124897160854864,Sigirino (Monteceneri),2.8
-19.91807179550342,32.12489620912691,Valmara,5.65
-19.91808156172243,32.124895532061906,Gabi,37.6
-19.918080801415968,32.12489584088161,Gondo,197.0
-19.91808105498014,32.12489532806841,Tannuwald,21.2
-19.918063049641066,32.124902998688455,Palü,14.0
-19.918063266198978,32.12490326209068,Bernina (Centrale di pomp.),0.0
-19.918062962252527,32.12490298426699,Cavaglia,23.0
-19.918062649143252,32.12490289418306,Robbia,100.0
-19.918062539440665,32.12490301658174,"Pedecosta, Poschiavo",2.55
-19.91806142781525,32.12490217777453,Campocologno 1,183.0
-19.918061408328605,32.12490217073992,Campocologno 2,5.0
-19.91806670896229,32.124901942985424,Lizun,18.18
-19.91806667954707,32.12490189846234,Löbbia (Albigna),120.66
-19.91806611421034,32.12490196919039,Plancanin,0.55
-19.91806667954707,32.12490189846234,Löbbia (Forno),39.47
-19.91806667954707,32.12490189846234,"Löbbia, Pumpe Maira (Pumpzen.)",0.0
-19.91806667954707,32.12490189846234,"Löbbia, Pumpe Forno (Pumpzen.)",0.0
-19.91806650319804,32.12490189748961,"Löbbia,Pumpe Murtaira (Pumpz.)",0.0
-19.918067550950024,32.12490129254808,"Molino, Promontogno",1.85
-19.918067945073194,32.124901140480596,Castasegna,266.66
-19.918065665014595,32.124903010745825,Silvaplana,4.8
-19.918061653229504,32.12490750914519,Pradella Wehr-Dotierzentrale,2.6
-19.918065203311365,32.1249035872868,Islas,16.0
-19.918065020888815,32.124903701477805,"Roseg, Samedan",1.9
-19.918064189128643,32.12490340109524,Morteratsch,7.0
-19.918064978411373,32.12490399916723,Champagna 1,1.37
-19.918064713610214,32.12490448980797,Madulain,6.4
-19.918063872712736,32.124906352106414,"Sot Ruinas, Susch (Susasca)",26.0
-19.918063625466477,32.12490655859175,Lavin Prà da Plaiv (Lavinuoz),10.8
-19.91806334323687,32.12490664126406,"Guarda (Ara), Giarsun",2.0
-19.918062566260105,32.12490696818659,Tasnan,19.3
-19.918062041980967,32.12490724593778,Tarasp (Ischla),4.8
-19.91806190817956,32.12490727406316,Clemgia,7.0
-19.918060840212135,32.12490837558106,"Chasura, Tschlin",0.98
-19.91806150484961,32.12490900192069,"Alp Trida-Laret, Samnaun",1.75
-19.918061298204137,32.1249090834548,Spissermühle (Schergenbach),4.7
-19.918062335680354,32.124905585639944,Punt dal Gall-Dotierzentrale,3.7
-19.91806300754552,32.1249058945087,Ova Spin,93.1
-19.91806300754552,32.1249058945087,Ova Spin-Dotierzentrale,1.5
-19.91806160559793,32.124907519370595,Pradella,1004.3
-19.918060600983942,32.124908561297495,Martina,289.6
-19.918059944405925,32.12490607212208,Muranzina,9.7
-19.918059873107964,32.12490625885164,Chasseras,7.8
